name,length,f1,precision,recall,tp,fp,fn,threshold
bpRNA_RFAM_28014,118,0.232558,0.238095,0.227273,5,16,17,0.6200
bpRNA_RFAM_28018,118,0.232558,0.227273,0.238095,5,17,16,0.4300
bpRNA_RFAM_28033,143,0.390244,0.470588,0.333333,8,9,16,0.5300
bpRNA_RFAM_28097,86,0.333333,0.800000,0.210526,4,1,15,0.6200
bpRNA_RFAM_281,100,0.436364,0.413793,0.461538,12,17,14,0.2200
bpRNA_RFAM_28143,88,0.901961,0.958333,0.851852,23,1,4,0.9500
bpRNA_RFAM_28145,87,0.945455,0.928571,0.962963,26,2,1,0.5200
bpRNA_RFAM_2828,337,0.309524,0.245283,0.419355,39,120,54,0.4200
bpRNA_RFAM_28328,84,0.936170,1.000000,0.880000,22,0,3,0.8000
bpRNA_RFAM_28353,90,0.981818,0.964286,1.000000,27,1,0,0.9000
bpRNA_RFAM_28373,87,0.945455,0.928571,0.962963,26,2,1,0.6100
bpRNA_RFAM_28378,86,0.981818,0.964286,1.000000,27,1,0,0.7500
bpRNA_RFAM_28471,88,0.867925,0.884615,0.851852,23,3,4,0.4300
bpRNA_RFAM_28490,90,0.928571,0.896552,0.962963,26,3,1,0.6100
bpRNA_RFAM_28503,87,0.981818,0.964286,1.000000,27,1,0,0.6500
bpRNA_RFAM_28532,94,0.962963,0.962963,0.962963,26,1,1,0.7100
bpRNA_RFAM_28541,92,0.943396,0.961538,0.925926,25,1,2,0.3800
bpRNA_RFAM_28564,88,0.981818,0.964286,1.000000,27,1,0,0.5500
bpRNA_RFAM_28609,75,0.742857,0.812500,0.684211,13,3,6,0.9700
bpRNA_RFAM_2861,382,0.282158,0.250000,0.323810,34,102,71,0.4000
bpRNA_RFAM_28629,167,0.245614,0.222222,0.274510,14,49,37,0.8000
bpRNA_RFAM_28632,169,0.565517,0.476744,0.694915,41,45,18,0.4900
bpRNA_RFAM_28637,154,0.311111,0.250000,0.411765,21,63,30,0.3900
bpRNA_RFAM_29020,67,0.666667,0.578947,0.785714,11,8,3,0.2500
bpRNA_RFAM_29022,74,0.785714,0.785714,0.785714,11,3,3,0.7200
bpRNA_RFAM_29053,70,0.518519,0.538462,0.500000,7,6,7,0.5600
bpRNA_RFAM_29070,63,0.880000,1.000000,0.785714,11,0,3,0.9500
bpRNA_RFAM_29080,71,0.740741,0.769231,0.714286,10,3,4,0.5900
bpRNA_RFAM_29085,207,0.432432,0.533333,0.363636,16,14,28,0.8500
bpRNA_RFAM_2952,188,0.584071,0.532258,0.647059,33,29,18,0.3300
bpRNA_RFAM_2954,218,0.276596,0.406250,0.209677,13,19,49,0.7000
bpRNA_RFAM_29546,56,0.409091,0.321429,0.562500,9,19,7,0.0800
bpRNA_RFAM_29635,64,0.370370,0.555556,0.277778,5,4,13,0.9500
bpRNA_RFAM_2970,216,0.396040,0.444444,0.357143,20,25,36,0.7100
bpRNA_RFAM_2977,220,0.371134,0.514286,0.290323,18,17,44,0.7300
bpRNA_RFAM_29792,69,0.882353,0.882353,0.882353,15,2,2,0.9400
bpRNA_RFAM_29809,118,0.419355,0.302326,0.684211,13,30,6,0.6400
bpRNA_RFAM_29836,99,0.695652,0.592593,0.842105,16,11,3,0.6300
bpRNA_RFAM_2987,214,0.466019,0.489796,0.444444,24,25,30,0.6400
bpRNA_RFAM_29894,105,0.904762,0.826087,1.000000,19,4,0,0.8400
bpRNA_RFAM_29896,82,0.142857,0.088235,0.375000,6,62,10,0.0800
bpRNA_RFAM_29915,82,0.600000,0.818182,0.473684,9,2,10,0.9800
bpRNA_RFAM_29918,72,0.144144,0.082474,0.571429,8,89,6,0.0300
bpRNA_RFAM_29984,95,0.833333,1.000000,0.714286,15,0,6,0.7200
bpRNA_RFAM_30063,38,1.000000,1.000000,1.000000,5,0,0,0.3100
bpRNA_RFAM_3009,216,0.288889,0.433333,0.216667,13,17,47,0.5600
bpRNA_RFAM_30143,76,0.516129,0.888889,0.363636,8,1,14,0.6700
bpRNA_RFAM_30226,89,0.444444,0.857143,0.300000,6,1,14,0.1500
bpRNA_RFAM_30236,64,0.210526,0.121212,0.800000,4,29,1,0.1700
bpRNA_RFAM_30280,72,0.916667,0.846154,1.000000,11,2,0,0.1600
bpRNA_RFAM_3033,184,0.299517,0.193750,0.659574,31,129,16,0.2100
bpRNA_RFAM_3041,182,0.441860,0.513514,0.387755,19,18,30,0.4600
bpRNA_RFAM_30475,96,0.560000,0.538462,0.583333,7,6,5,0.7700
bpRNA_RFAM_30527,97,0.588235,1.000000,0.416667,5,0,7,0.9600
bpRNA_RFAM_30749,88,0.666667,0.777778,0.583333,7,2,5,0.8800
bpRNA_RFAM_30768,97,0.666667,1.000000,0.500000,6,0,6,0.9700
bpRNA_RFAM_30803,135,0.450000,0.642857,0.346154,9,5,17,0.5800
bpRNA_RFAM_30805,151,0.518519,0.538462,0.500000,14,12,14,0.4600
bpRNA_RFAM_30810,143,0.600000,0.681818,0.535714,15,7,13,0.4800
bpRNA_RFAM_30812,135,0.136364,0.086538,0.321429,9,95,19,0.2100
bpRNA_RFAM_3085,184,0.649351,0.892857,0.510204,25,3,24,0.7100
bpRNA_RFAM_30886,103,0.779661,0.741935,0.821429,23,8,5,0.5600
bpRNA_RFAM_30951,97,0.350000,0.500000,0.269231,7,7,19,0.6800
bpRNA_RFAM_31005,114,0.321429,0.290323,0.360000,9,22,16,0.6400
bpRNA_RFAM_3116,179,0.102439,0.057851,0.446809,21,342,26,0.0800
bpRNA_RFAM_31200,111,0.343434,0.236111,0.629630,17,55,10,0.1000
bpRNA_RFAM_31207,95,0.491228,0.466667,0.518519,14,16,13,0.2900
bpRNA_RFAM_31223,101,0.440000,0.314286,0.733333,22,48,8,0.0800
bpRNA_RFAM_31267,92,0.333333,0.266667,0.444444,12,33,15,0.1000
bpRNA_RFAM_3130,196,0.069414,0.038462,0.355556,16,400,29,0.0500
bpRNA_RFAM_31305,108,0.254545,0.241379,0.269231,7,22,19,0.3000
bpRNA_RFAM_3131,188,0.477612,0.888889,0.326531,16,2,33,0.5700
bpRNA_RFAM_31325,110,0.441176,0.394737,0.500000,15,23,15,0.4700
bpRNA_RFAM_31456,80,0.025424,0.013393,0.250000,3,221,9,0.0200
bpRNA_RFAM_31470,52,0.823529,1.000000,0.700000,7,0,3,0.8200
bpRNA_RFAM_31482,48,0.777778,0.875000,0.700000,7,1,3,0.0700
bpRNA_RFAM_31490,49,0.571429,1.000000,0.400000,4,0,6,0.6100
bpRNA_RFAM_31524,160,0.324324,0.666667,0.214286,6,3,22,0.8700
bpRNA_RFAM_31537,156,0.492754,0.472222,0.515152,17,19,16,0.2700
bpRNA_RFAM_31541,159,0.466667,0.466667,0.466667,14,16,16,0.6600
bpRNA_RFAM_31543,160,0.333333,0.246154,0.516129,16,49,15,0.3200
bpRNA_RFAM_31580,89,0.358974,0.333333,0.388889,7,14,11,0.8800
bpRNA_RFAM_316,109,0.666667,0.730769,0.612903,19,7,12,0.6900
bpRNA_RFAM_31626,166,0.608696,0.571429,0.651163,28,21,15,0.6900
bpRNA_RFAM_31648,169,0.714286,0.769231,0.666667,30,9,15,0.7400
bpRNA_RFAM_31682,170,0.672897,0.580645,0.800000,36,26,9,0.4200
bpRNA_RFAM_31775,78,0.583333,0.482759,0.736842,14,15,5,0.7000
bpRNA_RFAM_31857,62,0.842105,0.888889,0.800000,8,1,2,0.5100
bpRNA_RFAM_32058,62,0.588235,0.714286,0.500000,5,2,5,0.9100
bpRNA_RFAM_32059,62,0.526316,0.555556,0.500000,5,4,5,0.9100
bpRNA_RFAM_32064,76,0.056604,0.029412,0.750000,6,198,2,0.0200
bpRNA_RFAM_32071,60,0.370370,0.250000,0.714286,5,15,2,0.4100
bpRNA_RFAM_32073,69,0.952381,0.909091,1.000000,10,1,0,0.8500
bpRNA_RFAM_32083,79,0.516129,0.380952,0.800000,8,13,2,0.2800
bpRNA_RFAM_32087,62,0.588235,0.714286,0.500000,5,2,5,0.1800
bpRNA_RFAM_3209,140,0.485714,0.435897,0.548387,17,22,14,0.5200
bpRNA_RFAM_32126,113,0.431818,0.358491,0.542857,19,34,16,0.4400
bpRNA_RFAM_32277,48,0.769231,1.000000,0.625000,5,0,3,0.9000
bpRNA_RFAM_32679,64,0.880000,1.000000,0.785714,11,0,3,0.9600
bpRNA_RFAM_32711,84,0.625000,1.000000,0.454545,5,0,6,0.8900
bpRNA_RFAM_3286,135,0.463415,0.358491,0.655172,19,34,10,0.3600
bpRNA_RFAM_33001,61,0.880000,1.000000,0.785714,11,0,3,0.9200
bpRNA_RFAM_3308,117,0.147059,0.090909,0.384615,10,100,16,0.1000
bpRNA_RFAM_33128,91,0.555556,0.833333,0.416667,5,1,7,0.8400
bpRNA_RFAM_33284,200,0.303030,0.714286,0.192308,10,4,42,0.7100
bpRNA_RFAM_33294,198,0.145251,0.100775,0.260000,13,116,37,0.3600
bpRNA_RFAM_33313,184,0.142857,0.085837,0.425532,20,213,27,0.1200
bpRNA_RFAM_3335,153,0.492308,0.470588,0.516129,16,18,15,0.4400
bpRNA_RFAM_33408,109,0.839506,0.755556,0.944444,34,11,2,0.5700
bpRNA_RFAM_33533,58,0.384615,0.333333,0.454545,5,10,6,0.4900
bpRNA_RFAM_33588,92,0.800000,0.800000,0.800000,16,4,4,0.6800
bpRNA_RFAM_33611,103,0.636364,0.583333,0.700000,14,10,6,0.6300
bpRNA_RFAM_33614,88,0.352941,0.250000,0.600000,12,36,8,0.1700
bpRNA_RFAM_33628,88,0.276923,0.191489,0.500000,9,38,9,0.0700
bpRNA_RFAM_33646,89,0.761905,0.727273,0.800000,16,6,4,0.3600
bpRNA_RFAM_33698,82,0.857143,0.937500,0.789474,15,1,4,0.8100
bpRNA_RFAM_33732,90,0.620690,0.900000,0.473684,9,1,10,0.6100
bpRNA_RFAM_33756,96,0.655738,0.512821,0.909091,20,19,2,0.2300
bpRNA_RFAM_33775,88,0.480000,1.000000,0.315789,6,0,13,0.7300
bpRNA_RFAM_3378,295,0.233333,0.233333,0.233333,21,69,69,0.4900
bpRNA_RFAM_33803,91,0.947368,0.947368,0.947368,18,1,1,0.5300
bpRNA_RFAM_33897,70,0.941176,0.941176,0.941176,16,1,1,0.9000
bpRNA_RFAM_33959,66,0.789474,0.714286,0.882353,15,6,2,0.9500
bpRNA_RFAM_33984,194,0.280899,0.204918,0.446429,25,97,31,0.4400
bpRNA_RFAM_34027,58,0.909091,1.000000,0.833333,10,0,2,0.4700
bpRNA_RFAM_3405,301,0.272300,0.292929,0.254386,29,70,85,0.4500
bpRNA_RFAM_34079,143,0.444444,0.545455,0.375000,12,10,20,0.6600
bpRNA_RFAM_34111,154,0.453333,0.404762,0.515152,17,25,16,0.3600
bpRNA_RFAM_34132,149,0.372881,0.440000,0.323529,11,14,23,0.6500
bpRNA_RFAM_34150,135,0.292683,0.189474,0.642857,18,77,10,0.3200
bpRNA_RFAM_34152,161,0.634921,0.714286,0.571429,20,8,15,0.6200
bpRNA_RFAM_34223,70,0.857143,0.900000,0.818182,9,1,2,0.6300
bpRNA_RFAM_34301,97,0.588235,0.483871,0.750000,15,16,5,0.6100
bpRNA_RFAM_34320,98,0.379747,0.263158,0.681818,15,42,7,0.2500
bpRNA_RFAM_34332,96,0.562500,0.818182,0.428571,9,2,12,0.5700
bpRNA_RFAM_34369,97,0.486486,0.600000,0.409091,9,6,13,0.5100
bpRNA_RFAM_34397,100,0.363636,0.320000,0.421053,8,17,11,0.4100
bpRNA_RFAM_34403,100,0.619048,0.590909,0.650000,13,9,7,0.3200
bpRNA_RFAM_34421,62,0.020202,0.011236,0.100000,1,88,9,0.0300
bpRNA_RFAM_34459,101,0.622951,0.513514,0.791667,19,18,5,0.1700
bpRNA_RFAM_34523,443,0.239583,0.310811,0.194915,23,51,95,0.5800
bpRNA_RFAM_34548,82,0.380952,0.800000,0.250000,4,1,12,0.2300
bpRNA_RFAM_34557,81,0.333333,0.250000,0.500000,7,21,7,0.5200
bpRNA_RFAM_34568,62,0.454545,0.370370,0.588235,10,17,7,0.3200
bpRNA_RFAM_34572,125,0.540541,0.833333,0.400000,10,2,15,0.8900
bpRNA_RFAM_34598,136,0.812500,0.684211,1.000000,13,6,0,0.7800
bpRNA_RFAM_34653,105,0.631579,0.800000,0.521739,12,3,11,0.8900
bpRNA_RFAM_34667,106,0.578947,0.733333,0.478261,11,4,12,0.8800
bpRNA_RFAM_3467,361,0.354430,0.560000,0.259259,14,11,40,0.7600
bpRNA_RFAM_34675,138,0.548387,0.629630,0.485714,17,10,18,0.8400
bpRNA_RFAM_34719,68,0.077419,0.044776,0.285714,6,128,15,0.0600
bpRNA_RFAM_34740,75,0.514286,0.450000,0.600000,9,11,6,0.2100
bpRNA_RFAM_3477,348,0.365385,0.358491,0.372549,19,34,32,0.5900
bpRNA_RFAM_34832,83,0.328358,0.282051,0.392857,11,28,17,0.3200
bpRNA_RFAM_34891,191,0.602151,0.756757,0.500000,28,9,28,0.7500
bpRNA_RFAM_34934,52,0.956522,0.916667,1.000000,11,1,0,0.9200
bpRNA_RFAM_34968,52,0.909091,0.909091,0.909091,10,1,1,0.2800
bpRNA_RFAM_35154,143,0.291667,0.218750,0.437500,7,25,9,0.6600
bpRNA_RFAM_35168,54,0.769231,0.789474,0.750000,15,4,5,0.9200
bpRNA_RFAM_3522,84,0.722222,0.928571,0.590909,13,1,9,0.7200
bpRNA_RFAM_35232,191,0.506667,0.655172,0.413043,19,10,27,0.7200
bpRNA_RFAM_35249,77,0.793651,0.714286,0.892857,25,10,3,0.2100
bpRNA_RFAM_35392,132,0.622222,0.736842,0.538462,14,5,12,0.5200
bpRNA_RFAM_35416,65,0.533333,0.363636,1.000000,4,7,0,0.1100
bpRNA_RFAM_35435,53,0.666667,0.625000,0.714286,5,3,2,0.0500
bpRNA_RFAM_35472,95,0.659091,0.527273,0.878788,29,26,4,0.2400
bpRNA_RFAM_35475,128,0.571429,0.511628,0.647059,22,21,12,0.5600
bpRNA_RFAM_35485,92,0.400000,0.529412,0.321429,9,8,19,0.2000
bpRNA_RFAM_35511,90,0.536585,0.785714,0.407407,11,3,16,0.6500
bpRNA_RFAM_35524,91,0.482759,0.451613,0.518519,14,17,13,0.4700
bpRNA_RFAM_35551,90,0.178571,0.178571,0.178571,5,23,23,0.2000
bpRNA_RFAM_35567,100,0.654545,0.900000,0.514286,18,2,17,0.5000
bpRNA_RFAM_35571,73,0.322581,0.312500,0.333333,5,11,10,0.2400
bpRNA_RFAM_35581,74,0.434783,0.714286,0.312500,5,2,11,0.7600
bpRNA_RFAM_35590,35,1.000000,1.000000,1.000000,10,0,0,0.2200
bpRNA_RFAM_35615,27,1.000000,1.000000,1.000000,10,0,0,0.9700
bpRNA_RFAM_35632,54,0.315789,0.272727,0.375000,6,16,10,0.1700
bpRNA_RFAM_35678,80,0.909091,0.833333,1.000000,15,3,0,0.2500
bpRNA_RFAM_357,119,0.576271,0.653846,0.515152,17,9,16,0.9100
bpRNA_RFAM_35704,81,0.695652,1.000000,0.533333,8,0,7,0.9400
bpRNA_RFAM_35726,199,0.109091,0.078947,0.176471,3,35,14,0.4700
bpRNA_RFAM_35736,239,0.294118,0.294118,0.294118,5,12,12,0.8100
bpRNA_RFAM_35772,269,0.266667,0.318182,0.229508,14,30,47,0.6100
bpRNA_RFAM_35834,223,0.351648,0.571429,0.253968,16,12,47,0.6200
bpRNA_RFAM_35846,224,0.494845,0.800000,0.358209,24,6,43,0.8000
bpRNA_RFAM_35939,354,0.120482,0.083333,0.217391,10,110,36,0.4300
bpRNA_RFAM_35964,343,0.296296,0.301887,0.290909,16,37,39,0.7000
bpRNA_RFAM_35976,366,0.290909,0.216216,0.444444,24,87,30,0.4000
bpRNA_RFAM_35989,360,0.137931,0.111111,0.181818,10,80,45,0.4600
bpRNA_RFAM_36017,294,0.455882,0.449275,0.462687,31,38,36,0.4300
bpRNA_RFAM_36069,89,0.740741,0.769231,0.714286,20,6,8,0.8500
bpRNA_RFAM_36102,94,0.843750,0.771429,0.931034,27,8,2,0.7400
bpRNA_RFAM_3615,119,0.842105,0.888889,0.800000,24,3,6,0.8200
bpRNA_RFAM_36169,107,0.089796,0.051163,0.366667,11,204,19,0.0800
bpRNA_RFAM_362,112,0.409091,0.600000,0.310345,9,6,20,0.7900
bpRNA_RFAM_3621,115,0.438356,0.372093,0.533333,16,27,14,0.6200
bpRNA_RFAM_36234,117,0.219178,0.222222,0.216216,8,28,29,0.5100
bpRNA_RFAM_36357,311,0.173134,0.137441,0.233871,29,182,95,0.4200
bpRNA_RFAM_36422,123,0.518519,0.777778,0.388889,14,4,22,0.8200
bpRNA_RFAM_36465,122,0.606742,0.529412,0.710526,27,24,11,0.6000
bpRNA_RFAM_36483,63,1.000000,1.000000,1.000000,11,0,0,0.7400
bpRNA_RFAM_36485,66,0.916667,0.846154,1.000000,11,2,0,0.9700
bpRNA_RFAM_36491,67,0.937500,0.937500,0.937500,15,1,1,0.9500
bpRNA_RFAM_36524,174,0.378378,0.538462,0.291667,7,6,17,0.8100
bpRNA_RFAM_36585,106,0.585366,0.600000,0.571429,12,8,9,0.9200
bpRNA_RFAM_36724,104,0.440000,0.458333,0.423077,11,13,15,0.5100
bpRNA_RFAM_36732,75,0.687500,0.733333,0.647059,11,4,6,0.8500
bpRNA_RFAM_36748,133,0.064615,0.034202,0.583333,21,593,15,0.0400
bpRNA_RFAM_3675,110,0.510638,0.631579,0.428571,12,7,16,0.6000
bpRNA_RFAM_36793,128,0.307692,0.250000,0.400000,4,12,6,0.6700
bpRNA_RFAM_36798,125,0.205128,0.142857,0.363636,4,24,7,0.8400
bpRNA_RFAM_3685,123,0.754717,0.869565,0.666667,20,3,10,0.5400
bpRNA_RFAM_36905,125,0.666667,0.562500,0.818182,9,7,2,0.7100
bpRNA_RFAM_3691,118,0.812500,0.764706,0.866667,26,8,4,0.8800
bpRNA_RFAM_36951,120,0.625000,0.520833,0.781250,25,23,7,0.1800
bpRNA_RFAM_37148,100,0.538462,0.636364,0.466667,7,4,8,0.8100
bpRNA_RFAM_37225,105,0.885246,0.870968,0.900000,27,4,3,0.8600
bpRNA_RFAM_37304,82,0.610169,0.473684,0.857143,18,20,3,0.6800
bpRNA_RFAM_3732,119,0.766667,0.766667,0.766667,23,7,7,0.6700
bpRNA_RFAM_37379,91,0.606061,0.833333,0.476190,10,2,11,0.8900
bpRNA_RFAM_37401,111,0.170732,0.112903,0.350000,7,55,13,0.1700
bpRNA_RFAM_37426,86,0.756757,0.875000,0.666667,14,2,7,0.8900
bpRNA_RFAM_37436,85,0.666667,0.666667,0.666667,14,7,7,0.8100
bpRNA_RFAM_37447,75,0.533333,0.888889,0.380952,8,1,13,0.4400
bpRNA_RFAM_37473,117,0.335484,0.214876,0.764706,26,95,8,0.1200
bpRNA_RFAM_3748,121,0.523810,0.785714,0.392857,11,3,17,0.8000
bpRNA_RFAM_37487,120,0.585366,0.533333,0.648649,24,21,13,0.4800
bpRNA_RFAM_37511,121,0.695652,0.750000,0.648649,24,8,13,0.5000
bpRNA_RFAM_37528,120,0.805970,0.870968,0.750000,27,4,9,0.8300
bpRNA_RFAM_37556,120,0.788732,0.823529,0.756757,28,6,9,0.6500
bpRNA_RFAM_37599,118,0.782609,0.818182,0.750000,27,6,9,0.6200
bpRNA_RFAM_37605,123,0.744186,0.653061,0.864865,32,17,5,0.6700
bpRNA_RFAM_37659,172,0.625000,0.600000,0.652174,30,20,16,0.4500
bpRNA_RFAM_37664,175,0.541667,0.500000,0.590909,26,26,18,0.3500
bpRNA_RFAM_37668,171,0.277228,0.245614,0.318182,14,43,30,0.4800
bpRNA_RFAM_37692,171,0.554217,0.589744,0.522727,23,16,21,0.3800
bpRNA_RFAM_37721,169,0.625000,0.694444,0.568182,25,11,19,0.6000
bpRNA_RFAM_37757,171,0.456522,0.428571,0.488372,21,28,22,0.3100
bpRNA_RFAM_3777,114,0.735294,0.657895,0.833333,25,13,5,0.5100
bpRNA_RFAM_37770,171,0.649573,0.542857,0.808511,38,32,9,0.4200
bpRNA_RFAM_3778,120,0.862069,0.892857,0.833333,25,3,5,0.6100
bpRNA_RFAM_37817,168,0.222222,0.411765,0.152174,7,10,39,0.4100
bpRNA_RFAM_37831,173,0.617284,0.714286,0.543478,25,10,21,0.4800
bpRNA_RFAM_37922,164,0.064000,0.048780,0.093023,4,78,39,0.1800
bpRNA_RFAM_37924,172,0.482759,0.512195,0.456522,21,20,25,0.6100
bpRNA_RFAM_37954,174,0.610526,0.604167,0.617021,29,19,18,0.5800
bpRNA_RFAM_38013,169,0.589744,0.718750,0.500000,23,9,23,0.3700
bpRNA_RFAM_38028,165,0.400000,0.857143,0.260870,12,2,34,0.7900
bpRNA_RFAM_38083,140,0.519481,0.384615,0.800000,20,32,5,0.2200
bpRNA_RFAM_38130,139,0.476190,0.416667,0.555556,15,21,12,0.6600
bpRNA_RFAM_38133,141,0.444444,0.888889,0.296296,8,1,19,0.8100
bpRNA_RFAM_38136,118,0.239130,0.154930,0.523810,11,60,10,0.1200
bpRNA_RFAM_38141,148,0.517241,0.483871,0.555556,15,16,12,0.4000
bpRNA_RFAM_38158,154,0.296296,0.666667,0.190476,4,2,17,0.6800
bpRNA_RFAM_38200,179,0.023029,0.011797,0.481481,13,1089,14,0.0400
bpRNA_RFAM_38225,203,0.608696,0.736842,0.518519,28,10,26,0.5400
bpRNA_RFAM_38288,205,0.612245,0.681818,0.555556,30,14,24,0.7300
bpRNA_RFAM_38305,237,0.427350,0.409836,0.446429,25,36,31,0.5400
bpRNA_RFAM_38307,241,0.412698,0.371429,0.464286,26,44,30,0.4800
bpRNA_RFAM_38347,226,0.689655,0.689655,0.689655,40,18,18,0.7200
bpRNA_RFAM_38350,223,0.579882,0.441441,0.844828,49,62,9,0.3400
bpRNA_RFAM_38357,216,0.568627,0.580000,0.557692,29,21,23,0.6600
bpRNA_RFAM_38360,224,0.466667,0.380435,0.603448,35,57,23,0.3400
bpRNA_RFAM_38370,217,0.602151,0.717949,0.518519,28,11,26,0.6600
bpRNA_RFAM_38381,225,0.591304,0.596491,0.586207,34,23,24,0.6000
bpRNA_RFAM_38402,223,0.628099,0.603175,0.655172,38,25,20,0.5100
bpRNA_RFAM_38453,222,0.574468,0.750000,0.465517,27,9,31,0.6100
bpRNA_RFAM_38480,102,0.447368,0.447368,0.447368,17,21,21,0.7300
bpRNA_RFAM_38509,151,0.506667,0.558824,0.463415,19,15,22,0.3800
bpRNA_RFAM_38514,138,0.576923,0.652174,0.517241,15,8,14,0.6300
bpRNA_RFAM_38525,150,0.777778,0.848485,0.717949,28,5,11,0.7300
bpRNA_RFAM_38541,145,0.681818,0.576923,0.833333,30,22,6,0.6700
bpRNA_RFAM_38600,151,0.407407,0.500000,0.343750,11,11,21,0.2200
bpRNA_RFAM_38602,150,0.812500,0.709091,0.951220,39,16,2,0.8000
bpRNA_RFAM_38634,111,0.448980,0.550000,0.379310,11,9,18,0.6700
bpRNA_RFAM_38651,149,0.379310,0.578947,0.282051,11,8,28,0.8000
bpRNA_RFAM_38678,148,0.800000,0.875000,0.736842,28,4,10,0.8000
bpRNA_RFAM_38747,89,0.327273,0.300000,0.360000,9,21,16,0.4300
bpRNA_RFAM_38824,77,0.500000,0.888889,0.347826,8,1,15,0.2500
bpRNA_RFAM_38842,66,0.384615,0.277778,0.625000,10,26,6,0.1200
bpRNA_RFAM_38847,65,0.551724,0.615385,0.500000,8,5,8,0.9600
bpRNA_RFAM_38849,65,0.545455,1.000000,0.375000,6,0,10,0.9500
bpRNA_RFAM_38870,65,0.750000,0.750000,0.750000,12,4,4,0.5600
bpRNA_RFAM_38919,129,0.533333,0.631579,0.461538,12,7,14,0.5600
bpRNA_RFAM_38923,109,0.463768,0.355556,0.666667,16,29,8,0.4700
bpRNA_RFAM_38942,78,0.838710,0.866667,0.812500,13,2,3,0.8400
bpRNA_RFAM_38970,421,0.333333,0.428571,0.272727,27,36,72,0.5700
bpRNA_RFAM_38972,406,0.382979,0.371134,0.395604,36,61,55,0.5500
bpRNA_RFAM_39035,151,0.666667,0.621622,0.718750,23,14,9,0.4600
bpRNA_RFAM_39040,139,0.700000,0.677419,0.724138,21,10,8,0.8200
bpRNA_RFAM_39085,189,0.507937,0.533333,0.484848,16,14,17,0.5200
bpRNA_RFAM_39097,130,0.459016,0.437500,0.482759,14,18,15,0.5700
bpRNA_RFAM_39694,151,0.303030,0.263158,0.357143,15,42,27,0.3800
bpRNA_RFAM_39774,166,0.452830,0.545455,0.387097,12,10,19,0.6500
bpRNA_RFAM_39809,74,0.769231,1.000000,0.625000,10,0,6,0.9500
bpRNA_RFAM_39847,150,0.363636,0.325581,0.411765,14,29,20,0.3700
bpRNA_RFAM_39884,160,0.217391,0.384615,0.151515,5,8,28,0.6000
bpRNA_RFAM_39913,87,0.736842,1.000000,0.583333,7,0,5,0.9500
bpRNA_RFAM_39922,215,0.463415,0.542857,0.404255,19,16,28,0.6900
bpRNA_RFAM_39956,210,0.458333,0.916667,0.305556,11,1,25,0.7900
bpRNA_RFAM_40020,86,0.119850,0.067227,0.551724,16,222,13,0.0300
bpRNA_RFAM_40053,69,0.916667,0.846154,1.000000,22,4,0,0.8700
bpRNA_RFAM_40155,133,0.307692,0.666667,0.200000,4,2,16,0.7800
bpRNA_RFAM_40164,134,0.645161,0.833333,0.526316,10,2,9,0.4600
bpRNA_RFAM_40170,113,0.183908,0.121212,0.380952,8,58,13,0.2400
bpRNA_RFAM_40177,164,0.112676,0.081633,0.181818,4,45,18,0.2800
bpRNA_RFAM_40203,88,0.185430,0.105263,0.777778,14,119,4,0.0400
bpRNA_RFAM_40254,84,0.750000,0.750000,0.750000,12,4,4,0.5800
bpRNA_RFAM_40295,82,0.509091,0.451613,0.583333,14,17,10,0.3000
bpRNA_RFAM_40304,82,0.555556,0.833333,0.416667,10,2,14,0.3400
bpRNA_RFAM_40305,82,0.736842,1.000000,0.583333,14,0,10,0.7800
bpRNA_RFAM_40389,116,0.615385,0.600000,0.631579,24,16,14,0.6100
bpRNA_RFAM_40428,83,0.912281,0.896552,0.928571,26,3,2,0.7800
bpRNA_RFAM_40479,67,0.551724,0.727273,0.444444,8,3,10,0.9600
bpRNA_RFAM_40517,52,0.937500,1.000000,0.882353,15,0,2,0.8700
bpRNA_RFAM_4052,437,0.183486,0.625000,0.107527,10,6,83,0.8700
bpRNA_RFAM_40544,41,0.880000,0.846154,0.916667,11,2,1,0.6600
bpRNA_RFAM_40620,69,0.578947,0.523810,0.647059,11,10,6,0.7500
bpRNA_RFAM_40694,84,0.571429,0.466667,0.736842,14,16,5,0.2700
bpRNA_RFAM_40808,64,0.500000,0.444444,0.571429,8,10,6,0.9700
bpRNA_RFAM_40869,121,0.682927,1.000000,0.518519,14,0,13,0.8400
bpRNA_RFAM_40875,103,0.590164,0.580645,0.600000,18,13,12,0.5200
bpRNA_RFAM_40890,85,0.210526,0.157895,0.315789,6,32,13,0.0800
bpRNA_RFAM_40903,71,0.693878,0.629630,0.772727,17,10,5,0.4000
bpRNA_RFAM_40910,108,0.034934,0.019139,0.200000,4,205,16,0.0400
bpRNA_RFAM_40924,138,0.507463,0.500000,0.515152,17,17,16,0.7900
bpRNA_RFAM_40925,151,0.419753,0.340000,0.548387,17,33,14,0.4600
bpRNA_RFAM_40952,158,0.484848,0.615385,0.400000,16,10,24,0.7900
bpRNA_RFAM_41135,105,0.577778,0.619048,0.541667,13,8,11,0.7500
bpRNA_RFAM_41242,83,0.622951,0.655172,0.593750,19,10,13,0.1800
bpRNA_RFAM_41254,82,0.926829,0.863636,1.000000,19,3,0,0.9100
bpRNA_RFAM_41284,204,0.434783,0.576923,0.348837,15,11,28,0.5700
